key,year,bin,id,dom_ec,rank,power,group
441,2022,16,PPP,0.140108367932104,10,0.859891632067896,2
442,2022,16,OGO,0.149970038243905,11,0.850029961756095,2
443,2022,17,GGG,0.0273147383037969,1,0.972685261696203,2
444,2022,17,GOP,0.027371927637882,2,0.972628072362118,2
445,2022,17,BBO,0.0361653178493264,3,0.963834682150674,2
446,2022,17,OOP,0.0373251754212654,4,0.962674824578735,2
447,2022,17,GPG,0.0385513698332277,5,0.961448630166772,2
448,2022,17,PBP,0.0397715843577315,6,0.960228415642269,2
449,2022,17,OBB,0.0862697229875703,7,0.91373027701243,2
450,2022,17,PPP,0.111853850882102,8,0.888146149117898,2
451,2022,17,POO,0.178376069377075,9,0.821623930622925,2
452,2022,17,OGO,0.191852337528853,10,0.808147662471147,2
453,2022,17,GOO,0.22514790582117,11,0.77485209417883,2
454,2022,18,GGG,0.0284999724107664,1,0.971500027589234,2
455,2022,18,GOP,0.0297377517296734,2,0.970262248270327,2
456,2022,18,PBP,0.0406468977701948,3,0.959353102229805,2
457,2022,18,GPG,0.0439548054587549,4,0.956045194541245,2
458,2022,18,BBO,0.051078793603448,5,0.948921206396552,2
459,2022,18,OOP,0.0569712995211703,6,0.94302870047883,2
460,2022,18,PPP,0.0986298586768704,7,0.90137014132313,2
461,2022,18,POO,0.143085192400599,8,0.856914807599401,2
462,2022,18,OBB,0.154905145065317,9,0.845094854934683,2
463,2022,18,OGO,0.174989712888804,10,0.825010287111196,2
464,2022,18,GOO,0.177500570474402,11,0.822499429525598,2
465,2022,19,GOP,0.0351721866277994,2,0.964827813372201,2
466,2022,19,GGG,0.0382342741582661,3,0.961765725841734,2
467,2022,19,PBP,0.0487201885638062,4,0.951279811436194,2
468,2022,19,BBO,0.054976613704567,5,0.945023386295433,2
469,2022,19,GPG,0.0581442631070797,6,0.94185573689292,2
470,2022,19,OOP,0.0712531545012879,7,0.928746845498712,2
471,2022,19,GOO,0.142419724149596,8,0.857580275850404,2
472,2022,19,PPP,0.144785518891624,9,0.855214481108376,2
473,2022,19,OBB,0.197896372339795,10,0.802103627660205,2
474,2022,19,POO,0.208397703956179,11,0.791602296043821,2
475,2022,20,GGG,0.0439619188357455,2,0.956038081164254,2
476,2022,20,GOP,0.0440466748699434,3,0.955953325130057,2
477,2022,20,PBP,0.0547679505750034,4,0.945232049424997,2
478,2022,20,OOP,0.0598770534333062,5,0.940122946566694,2
479,2022,20,GPG,0.0695490805093732,6,0.930450919490627,2
480,2022,20,BBO,0.0720051231493771,7,0.927994876850623,2
481,2022,20,GOO,0.132466449225402,8,0.867533550774598,2
482,2022,20,PPP,0.145083136035248,9,0.854916863964752,2
483,2022,20,OBB,0.164053981450449,10,0.835946018549551,2
484,2022,20,POO,0.214188631916152,11,0.785811368083848,2
485,2022,21,GOP,0.0237259925029437,1,0.976274007497056,2
486,2022,21,PBP,0.0345191160113277,2,0.965480883988672,2
487,2022,21,GPG,0.0366761447569113,3,0.963323855243089,2
488,2022,21,GGG,0.0376313452936403,4,0.96236865470636,2
489,2022,21,BBO,0.0407231599740092,5,0.959276840025991,2
490,2022,21,OOP,0.0577211518054689,6,0.942278848194531,2
491,2022,21,GOO,0.100868575778728,7,0.899131424221272,2
492,2022,21,PPP,0.102558297769761,8,0.897441702230239,2
493,2022,21,OBB,0.104361592113289,9,0.895638407886711,2
494,2022,21,POO,0.210171331143582,10,0.789828668856418,2
495,2022,21,OGO,0.251043292850338,11,0.748956707149662,2
496,2022,22,GOP,0.0259235775968224,1,0.974076422403178,2
497,2022,22,GGG,0.0344813126454897,2,0.96551868735451,2
498,2022,22,OOP,0.0368420689122138,3,0.963157931087786,2
499,2022,22,BBO,0.044941068723385,4,0.955058931276615,2
500,2022,22,PBP,0.0632899917218854,5,0.936710008278115,2
501,2022,22,GPG,0.0715444144537887,6,0.928455585546211,2
502,2022,22,PPP,0.117571017262211,7,0.882428982737789,2
503,2022,22,OBB,0.120032713085449,8,0.879967286914551,2
504,2022,22,GOO,0.121846456894609,9,0.878153543105391,2
505,2022,22,POO,0.15761663215385,10,0.84238336784615,2
506,2022,22,OGO,0.205910746550297,11,0.794089253449703,2
507,2022,23,BBO,0.0140670621386316,2,0.985932937861368,2
508,2022,23,OOP,0.0141554181109014,3,0.985844581889099,2
509,2022,23,GPG,0.0155939362752744,4,0.984406063724726,2
510,2022,23,PBP,0.0156057534968833,5,0.984394246503117,2
511,2022,23,PPP,0.0330131798148027,6,0.966986820185197,2
512,2022,23,GOO,0.119402472464869,7,0.880597527535131,2
513,2022,23,OGO,0.122386308684966,8,0.877613691315034,2
514,2022,23,OBB,0.135863171122652,9,0.864136828877348,2
515,2022,23,POO,0.210550070469797,10,0.789449929530203,2
516,2022,23,GGG,0.319362627421222,11,0.680637372578778,2
517,2022,24,BBO,0.0187365585595231,2,0.981263441440477,2
518,2022,24,OOP,0.0189245112703189,3,0.981075488729681,2
519,2022,24,PBP,0.0204253208049762,4,0.979574679195024,2
520,2022,24,GPG,0.0214709086077413,5,0.978529091392259,2
521,2022,24,GGG,0.0358069845530612,6,0.964193015446939,2
522,2022,24,PPP,0.0406082291181161,7,0.959391770881884,2
523,2022,24,OGO,0.0732164639796748,8,0.926783536020325,2
524,2022,24,POO,0.209434887046829,9,0.790565112953171,2
525,2022,24,OBB,0.216875513513781,10,0.783124486486219,2
526,2022,24,GOO,0.344500622545978,11,0.655499377454022,2
527,2022,25,OOP,0.019530484446772,1,0.980469515553228,2
528,2022,25,PBP,0.0236945579043007,2,0.976305442095699,2
529,2022,25,GPG,0.0249670057571741,3,0.975032994242826,2
530,2022,25,OBB,0.0382768439192365,4,0.961723156080764,2
531,2022,25,OGO,0.0528957942926578,5,0.947104205707342,2
532,2022,25,BBO,0.0648213898993413,6,0.935178610100659,2
533,2022,25,POO,0.0668874743688696,7,0.93311252563113,2
534,2022,25,GGG,0.0794988026196153,8,0.920501197380385,2
535,2022,25,PPP,0.118233397406994,9,0.881766602593006,2
536,2022,25,GOO,0.16943392245501,10,0.83056607754499,2
537,2022,25,GOP,0.341760326930028,11,0.658239673069972,2
538,2022,26,OOP,0.0307538612120997,1,0.9692461387879,2
539,2022,26,BBO,0.0310266621266135,2,0.968973337873387,2
540,2022,26,GPG,0.0358078158362443,3,0.964192184163756,2
541,2022,26,PBP,0.0441485375853389,4,0.955851462414661,2
542,2022,26,PPP,0.0450072717842866,5,0.954992728215713,2
543,2022,26,OBB,0.0473098018486418,6,0.952690198151358,2
544,2022,26,GGG,0.0512549074960348,7,0.948745092503965,2
545,2022,26,POO,0.0891127437595445,8,0.910887256240456,2
546,2022,26,GOO,0.173096154728145,9,0.826903845271855,2
547,2022,26,OGO,0.206887158106621,10,0.793112841893379,2
548,2022,26,GOP,0.245595085516431,11,0.754404914483569,2
